"Carroll County, Illinois","4.72 (3.89, 5.55)","29.49 (25.27, 34.59)","26.41 (24.04, 28.85)"
"Cass County, Illinois","3.82 (3.09, 4.49)","29.12 (25.17, 34.21)","29.12 (26.23, 32.10)"
"Champaign County, Illinois","3.59 (2.95, 4.17)","24.28 (21.79, 28.18)","20.17 (18.75, 21.56)"
"Christian County, Illinois","3.77 (3.13, 4.42)","29.12 (25.52, 34.38)","26.88 (24.57, 29.27)"
"Clark County, Illinois","4.04 (3.32, 4.69)","25.25 (21.81, 29.72)","26.95 (24.46, 29.54)"
"Clay County, Illinois","3.78 (3.05, 4.43)","25.70 (22.12, 30.27)","27.73 (25.11, 30.48)"
"Clinton County, Illinois","3.32 (2.68, 3.89)","22.93 (20.06, 26.82)","24.48 (22.42, 26.63)"
"Coles County, Illinois","4.05 (3.36, 4.78)","25.64 (22.59, 30.60)","25.91 (23.84, 27.98)"
"Cook County, Illinois","4.74 (4.01, 5.11)","27.92 (26.38, 32.70)","23.99 (23.13, 24.81)"
"Crawford County, Illinois","3.67 (3.04, 4.32)","26.85 (23.41, 31.81)","26.89 (24.47, 29.38)"
"Cumberland County, Illinois","3.55 (2.84, 4.23)","22.68 (19.12, 27.29)","26.65 (23.66, 29.58)"
"De Witt County, Illinois","3.92 (3.12, 4.70)","27.71 (23.54, 32.76)","26.49 (23.78, 29.38)"
"DeKalb County, Illinois","4.12 (3.45, 4.69)","25.50 (22.78, 29.57)","24.10 (22.27, 25.89)"
"Douglas County, Illinois","3.35 (2.73, 3.94)","24.36 (21.20, 28.71)","23.61 (21.28, 25.86)"
"DuPage County, Illinois","3.67 (3.12, 4.08)","24.75 (22.98, 28.56)","18.74 (17.84, 19.69)"
"Edgar County, Illinois","3.97 (3.29, 4.60)","27.50 (23.89, 32.18)","25.66 (23.45, 27.98)"
"Edwards County, Illinois","3.66 (2.87, 4.42)","24.88 (20.71, 30.57)","26.76 (23.38, 30.02)"
"Effingham County, Illinois","3.57 (2.90, 4.19)","27.09 (23.66, 31.89)","26.16 (23.92, 28.36)"
"Fayette County, Illinois","3.98 (3.24, 4.70)","24.76 (21.55, 29.59)","24.86 (22.54, 27.13)"
"Ford County, Illinois","4.11 (3.38, 4.80)","29.14 (25.00, 34.80)","28.46 (25.77, 31.32)"
"Franklin County, Illinois","3.68 (3.02, 4.28)","31.27 (27.74, 36.54)","30.47 (28.05, 33.07)"
"Fulton County, Illinois","3.88 (3.22, 4.51)","27.42 (24.21, 32.29)","26.05 (23.93, 28.23)"
"Gallatin County, Illinois","3.32 (2.68, 3.98)","27.47 (23.05, 33.67)","29.51 (26.28, 33.06)"
"Greene County, Illinois","4.23 (3.45, 4.98)","25.64 (21.89, 30.51)","30.88 (27.63, 33.98)"
"Grundy County, Illinois","4.14 (3.39, 4.88)","26.63 (23.17, 31.35)","26.68 (24.38, 28.96)"
"Hamilton County, Illinois","3.29 (2.71, 3.86)","25.21 (21.64, 29.76)","28.59 (25.80, 31.56)"
"Hancock County, Illinois","3.72 (3.03, 4.33)","23.15 (20.07, 27.35)","25.58 (23.26, 28.01)"
"Hardin County, Illinois","3.25 (2.61, 3.97)","26.37 (21.56, 32.38)","29.44 (25.89, 32.83)"
"Henderson County, Illinois","3.94 (3.17, 4.71)","24.79 (20.97, 29.65)","23.98 (21.26, 26.60)"
"Henry County, Illinois","4.16 (3.44, 4.79)","24.12 (21.41, 28.02)","24.87 (22.89, 26.84)"
"Iroquois County, Illinois","3.96 (3.22, 4.66)","28.42 (24.91, 33.37)","27.84 (25.40, 30.40)"
"Jackson County, Illinois","3.57 (2.93, 4.17)","26.02 (22.85, 30.59)","25.82 (23.72, 27.86)"
"Jasper County, Illinois","3.74 (3.00, 4.45)","22.31 (18.77, 26.89)","25.36 (22.59, 28.31)"
"Jefferson County, Illinois","3.66 (2.95, 4.30)","28.03 (24.56, 32.53)","26.49 (24.30, 28.90)"
"Jersey County, Illinois","3.93 (3.17, 4.67)","23.16 (19.96, 27.97)","22.94 (20.75, 25.07)"
"Jo Daviess County, Illinois","4.14 (3.39, 4.85)","22.68 (19.56, 26.94)","22.06 (20.11, 24.21)"
"Johnson County, Illinois","3.31 (2.66, 3.99)","25.60 (22.02, 30.63)","25.96 (23.15, 28.77)"
"Kane County, Illinois","3.65 (3.11, 4.10)","23.95 (21.83, 28.13)","19.89 (18.78, 21.08)"
"Kankakee County, Illinois","4.39 (3.66, 5.02)","31.20 (28.04, 36.91)","26.39 (24.66, 28.24)"
"Kendall County, Illinois","3.53 (2.93, 4.14)","24.54 (21.82, 28.84)","20.76 (19.15, 22.50)"
"Knox County, Illinois","3.85 (3.23, 4.45)","23.37 (20.81, 27.52)","22.97 (21.21, 24.82)"
"LaSalle County, Illinois","4.44 (3.73, 5.08)","26.96 (24.33, 31.78)","28.10 (26.40, 29.88)"
"Lake County, Illinois","3.98 (3.41, 4.42)","24.53 (22.65, 28.02)","19.61 (18.63, 20.66)"
"Lawrence County, Illinois","3.93 (3.17, 4.80)","26.72 (23.21, 32.17)","26.51 (23.86, 29.29)"
"Lee County, Illinois","4.36 (3.56, 5.15)","28.71 (25.33, 33.18)","29.39 (26.78, 32.02)"
"Livingston County, Illinois","4.32 (3.56, 4.99)","26.03 (22.90, 30.64)","25.89 (23.82, 27.92)"
"Logan County, Illinois","3.70 (3.10, 4.32)","28.18 (24.76, 33.04)","29.75 (27.06, 32.46)"
"Macon County, Illinois","4.10 (3.39, 4.65)","30.05 (27.04, 35.11)","27.98 (26.14, 29.79)"
"Macoupin County, Illinois","3.86 (3.18, 4.47)","23.54 (20.66, 28.43)","27.15 (24.99, 29.41)"
"Madison County, Illinois","4.25 (3.59, 4.80)","26.39 (24.08, 31.21)","25.24 (23.81, 26.62)"
"Marion County, Illinois","3.86 (3.17, 4.45)","29.12 (25.65, 34.62)","28.15 (26.06, 30.47)"
"Marshall County, Illinois","4.09 (3.30, 4.84)","25.39 (21.73, 30.09)","25.05 (22.63, 27.42)"
"Mason County, Illinois","3.95 (3.28, 4.67)","29.59 (25.16, 35.35)","30.55 (27.60, 33.43)"
"Massac County, Illinois","2.78 (2.27, 3.32)","21.48 (18.43, 25.34)","24.56 (22.28, 27.26)"
"McDonough County, Illinois","4.01 (3.30, 4.74)","25.16 (21.90, 29.71)","25.51 (23.48, 27.60)"
"McHenry County, Illinois","4.06 (3.48, 4.62)","27.05 (24.74, 31.45)","23.01 (21.68, 24.44)"
"McLean County, Illinois","3.75 (3.18, 4.31)","24.47 (22.09, 28.39)","23.08 (21.53, 24.69)"
"Menard County, Illinois","3.54 (2.86, 4.28)","27.40 (23.27, 32.80)","27.14 (23.99, 30.28)"
"Mercer County, Illinois","3.48 (2.88, 4.06)","19.67 (17.01, 23.57)","22.57 (20.62, 24.78)"
"Monroe County, Illinois","3.35 (2.76, 3.93)","24.01 (21.07, 28.49)","22.85 (20.82, 25.14)"
"Montgomery County, Illinois","4.12 (3.41, 4.81)","26.90 (23.65, 32.16)","29.06 (26.73, 31.50)"
"Morgan County, Illinois","3.81 (3.14, 4.45)","26.55 (23.44, 31.17)","28.52 (26.15, 31.01)"
"Moultrie County, Illinois","4.03 (3.30, 4.79)","30.75 (26.58, 36.73)","24.62 (22.20, 27.13)"
"Ogle County, Illinois","4.42 (3.69, 5.11)","24.03 (21.37, 28.17)","23.19 (21.33, 25.12)"
"Peoria County, Illinois","4.56 (3.84, 5.17)","25.72 (23.23, 29.77)","24.77 (23.26, 26.43)"
"Perry County, Illinois","3.86 (3.11, 4.59)","29.65 (25.84, 35.21)","28.55 (25.79, 31.16)"
"Piatt County, Illinois","3.64 (2.98, 4.38)","24.68 (21.35, 29.68)","23.38 (21.14, 25.95)"
"Pike County, Illinois","4.05 (3.30, 4.73)","25.23 (21.90, 30.05)","24.95 (22.66, 27.40)"
"Pope County, Illinois","3.03 (2.42, 3.68)","23.52 (19.37, 28.93)","24.13 (21.02, 27.19)"
"Pulaski County, Illinois","4.08 (3.33, 4.90)","32.73 (27.78, 38.84)","30.62 (27.54, 34.06)"
"Putnam County, Illinois","4.08 (3.15, 5.09)","26.20 (21.19, 32.14)","25.90 (22.63, 29.40)"
"Randolph County, Illinois","3.92 (3.26, 4.58)","26.14 (22.89, 31.00)","26.07 (23.97, 28.30)"
"Richland County, Illinois","3.69 (2.97, 4.34)","24.95 (21.83, 30.02)","26.62 (24.28, 29.09)"
"Rock Island County, Illinois","4.45 (3.83, 5.04)","26.04 (23.58, 30.64)","22.26 (20.85, 23.73)"
"Saint Clair County, Illinois","4.33 (3.65, 4.88)","28.99 (26.46, 33.98)","24.81 (23.38, 26.30)"
"Saline County, Illinois","3.63 (2.98, 4.27)","29.48 (25.74, 35.03)","29.46 (26.88, 32.10)"
"Sangamon County, Illinois","3.92 (3.30, 4.46)","28.02 (25.43, 32.98)","26.22 (24.60, 27.92)"
"Schuyler County, Illinois","4.04 (3.30, 4.76)","28.16 (23.96, 33.71)","28.48 (25.72, 31.70)"
"Scott County, Illinois","3.78 (2.96, 4.67)","22.72 (18.52, 27.85)","28.75 (24.68, 32.98)"
"Shelby County, Illinois","3.38 (2.78, 3.93)","25.20 (22.10, 29.64)","23.36 (21.15, 25.59)"
"Stark County, Illinois","3.65 (2.94, 4.40)","21.38 (18.17, 25.73)","25.78 (22.89, 28.89)"
"Stephenson County, Illinois","4.83 (3.99, 5.58)","25.37 (22.40, 29.46)","22.69 (20.93, 24.47)"
"Tazewell County, Illinois","3.59 (2.99, 4.15)","25.54 (23.02, 30.24)","24.08 (22.45, 25.74)"
"Union County, Illinois","3.52 (2.88, 4.17)","27.22 (23.34, 32.15)","29.18 (26.66, 31.83)"
"Vermilion County, Illinois","4.25 (3.55, 4.85)","29.63 (26.45, 34.61)","27.71 (25.89, 29.60)"
"Wabash County, Illinois","3.38 (2.75, 4.03)","26.14 (22.38, 31.23)","28.52 (25.59, 31.43)"
"Warren County, Illinois","3.82 (3.14, 4.52)","25.60 (22.01, 30.73)","25.83 (23.35, 28.41)"
"Washington County, Illinois","3.53 (2.88, 4.13)","24.67 (21.33, 29.41)","25.13 (22.65, 27.77)"
"Wayne County, Illinois","3.46 (2.86, 4.05)","24.14 (20.97, 28.94)","25.58 (23.15, 28.07)"
"White County, Illinois","3.48 (2.86, 4.10)","25.20 (21.46, 29.96)","28.75 (26.05, 31.63)"
"Whiteside County, Illinois","3.92 (3.26, 4.58)","26.11 (23.30, 30.53)","22.27 (20.57, 24.06)"
"Will County, Illinois","4.12 (3.46, 4.59)","25.95 (23.89, 30.22)","22.53 (21.41, 23.73)"
"Williamson County, Illinois","3.62 (2.97, 4.24)","29.99 (26.56, 35.76)","29.36 (27.06, 31.90)"
"Winnebago County, Illinois","4.59 (3.93, 5.18)","27.14 (24.80, 32.10)","23.50 (22.22, 24.90)"
"Woodford County, Illinois","3.69 (3.04, 4.31)","22.01 (19.12, 25.68)","22.10 (20.32, 23.97)"
"Adams County, Indiana","3.93 (3.18, 4.65)","23.99 (20.88, 28.16)","22.84 (20.81, 24.84)"
"Allen County, Indiana","4.77 (4.05, 5.33)","28.52 (26.21, 33.45)","23.83 (22.55, 25.10)"
"Bartholomew County, Indiana","3.95 (3.30, 4.61)","28.56 (25.40, 33.64)","24.04 (22.19, 25.92)"
"Benton County, Indiana","3.40 (2.82, 4.06)","20.96 (17.54, 25.35)","23.69 (21.10, 26.26)"
"Blackford County, Indiana","4.45 (3.54, 5.32)","29.58 (24.88, 35.32)","29.38 (26.09, 32.82)"
"Boone County, Indiana","4.04 (3.30, 4.76)","26.63 (23.69, 31.33)","21.73 (19.85, 23.66)"
"Brown County, Indiana","3.44 (2.71, 4.11)","24.02 (20.42, 28.50)","20.05 (17.79, 22.40)"
"Carroll County, Indiana","4.01 (3.28, 4.76)","24.32 (20.69, 28.94)","22.96 (20.62, 25.39)"
"Cass County, Indiana","3.85 (3.16, 4.54)","24.24 (21.37, 28.92)","26.63 (24.45, 28.91)"
"Clark County, Indiana","3.26 (2.69, 3.77)","24.77 (22.17, 29.49)","25.28 (23.53, 27.07)"
"Clay County, Indiana","4.18 (3.41, 4.89)","29.66 (26.05, 35.00)","27.41 (25.05, 29.68)"
"Clinton County, Indiana","4.24 (3.49, 4.95)","24.28 (21.50, 28.81)","23.10 (21.20, 25.19)"
"Crawford County, Indiana","3.37 (2.68, 4.06)","26.40 (22.10, 31.91)","24.46 (21.81, 27.43)"
"Daviess County, Indiana","3.27 (2.64, 3.89)","24.54 (21.32, 28.79)","24.22 (22.09, 26.49)"
"DeKalb County, Indiana","5.30 (4.41, 6.21)","27.35 (24.00, 31.57)","26.00 (23.82, 28.24)"
"Dearborn County, Indiana","3.48 (2.88, 4.11)","23.65 (20.67, 27.90)","24.54 (22.63, 26.65)"
"Decatur County, Indiana","3.69 (3.03, 4.32)","25.24 (22.06, 29.98)","23.28 (21.16, 25.47)"
"Delaware County, Indiana","4.23 (3.53, 4.84)","27.05 (24.08, 31.18)","25.22 (23.54, 26.94)"
"Dubois County, Indiana","3.14 (2.58, 3.69)","24.11 (20.93, 28.41)","24.24 (22.32, 26.26)"
"Elkhart County, Indiana","4.36 (3.72, 4.91)","23.14 (20.79, 27.23)","21.98 (20.50, 23.36)"
"Fayette County, Indiana","4.38 (3.56, 5.22)","30.48 (26.50, 35.82)","26.26 (23.90, 28.82)"
"Floyd County, Indiana","3.37 (2.73, 3.95)","28.13 (25.14, 32.88)","22.87 (21.05, 24.61)"
"Fountain County, Indiana","4.62 (3.74, 5.42)","30.79 (26.97, 35.39)","29.86 (27.12, 32.64)"
"Franklin County, Indiana","3.65 (2.98, 4.26)","23.11 (19.88, 27.55)","24.61 (22.35, 26.95)"
"Fulton County, Indiana","4.26 (3.47, 5.00)","30.05 (26.28, 35.05)","26.60 (24.29, 29.08)"
"Gibson County, Indiana","3.51 (2.86, 4.05)","23.65 (20.90, 27.29)","26.52 (24.22, 29.01)"
"Grant County, Indiana","4.12 (3.42, 4.73)","27.48 (24.46, 31.83)","26.54 (24.84, 28.34)"
"Greene County, Indiana","3.60 (2.98, 4.18)","24.01 (21.18, 28.04)","27.24 (25.09, 29.41)"
"Hamilton County, Indiana","3.19 (2.69, 3.66)","21.18 (19.14, 24.63)","16.85 (15.73, 18.06)"
"Hancock County, Indiana","3.59 (2.97, 4.16)","24.57 (21.74, 28.91)","20.46 (18.77, 22.35)"
"Harrison County, Indiana","3.41 (2.76, 4.02)","25.74 (22.25, 30.13)","23.31 (21.32, 25.47)"
"Hendricks County, Indiana","4.26 (3.55, 4.93)","23.10 (20.78, 26.79)","19.72 (18.31, 21.35)"
"Henry County, Indiana","4.07 (3.44, 4.70)","27.43 (24.22, 32.02)","23.63 (21.81, 25.66)"
"Howard County, Indiana","3.67 (3.04, 4.24)","26.29 (23.77, 30.85)","24.15 (22.39, 26.02)"
"Huntington County, Indiana","3.97 (3.26, 4.64)","28.78 (25.37, 34.01)","24.98 (22.83, 27.11)"
"Jackson County, Indiana","3.68 (3.02, 4.31)","27.77 (24.39, 32.60)","26.26 (24.17, 28.43)"
"Jasper County, Indiana","3.98 (3.31, 4.62)","27.27 (23.71, 31.91)","24.75 (22.88, 26.88)"
"Jay County, Indiana","4.09 (3.36, 4.80)","27.37 (23.72, 32.59)","28.72 (26.12, 31.39)"
"Jefferson County, Indiana","3.28 (2.66, 3.81)","22.71 (19.94, 27.15)","25.95 (23.86, 28.16)"
"Jennings County, Indiana","3.98 (3.26, 4.71)","25.31 (21.67, 30.04)","26.60 (24.05, 29.29)"
"Johnson County, Indiana","3.67 (3.04, 4.26)","25.72 (23.14, 30.32)","21.07 (19.68, 22.71)"
"Knox County, Indiana","3.46 (2.91, 4.00)","27.64 (24.53, 33.06)","27.97 (25.98, 30.14)"
"Kosciusko County, Indiana","4.33 (3.60, 5.02)","27.91 (24.87, 32.19)","24.78 (22.94, 26.69)"
"LaGrange County, Indiana","3.73 (2.99, 4.35)","20.09 (17.27, 23.58)","21.98 (20.04, 23.95)"
"LaPorte County, Indiana","4.49 (3.76, 5.16)","29.49 (26.58, 34.41)","27.39 (25.56, 29.31)"
"Lake County, Indiana","5.19 (4.43, 5.73)","32.99 (30.44, 38.38)","27.94 (26.54, 29.34)"
"Lawrence County, Indiana","3.21 (2.64, 3.74)","25.15 (22.17, 29.64)","26.41 (24.42, 28.51)"
"Madison County, Indiana","4.23 (3.52, 4.86)","24.49 (21.95, 28.71)","23.43 (21.89, 25.04)"
"Marion County, Indiana","4.92 (4.17, 5.43)","28.31 (26.29, 33.03)","24.04 (23.04, 25.13)"
"Marshall County, Indiana","4.01 (3.35, 4.68)","26.30 (22.99, 31.16)","22.35 (20.35, 24.34)"
"Martin County, Indiana","3.58 (2.86, 4.29)","26.93 (22.73, 32.39)","29.23 (25.85, 32.52)"
"Miami County, Indiana","3.85 (3.14, 4.54)","26.14 (22.68, 30.79)","25.18 (23.01, 27.23)"
"Monroe County, Indiana","3.43 (2.85, 4.01)","23.59 (21.16, 27.48)","20.77 (19.15, 22.39)"
"Montgomery County, Indiana","4.30 (3.57, 4.99)","24.96 (21.91, 29.77)","24.39 (22.49, 26.49)"
"Morgan County, Indiana","3.85 (3.12, 4.46)","24.77 (21.93, 29.56)","24.14 (22.29, 25.93)"
"Newton County, Indiana","4.28 (3.47, 5.07)","26.42 (22.52, 30.96)","28.71 (25.73, 31.82)"
"Noble County, Indiana","4.39 (3.65, 5.14)","26.98 (23.89, 31.89)","25.54 (23.57, 27.65)"
"Ohio County, Indiana","3.44 (2.72, 4.16)","22.33 (18.56, 27.04)","23.65 (20.70, 26.71)"
"Orange County, Indiana","3.30 (2.68, 3.92)","26.39 (22.83, 31.59)","26.78 (24.06, 29.48)"
"Owen County, Indiana","4.39 (3.58, 5.23)","26.05 (22.57, 31.22)","27.42 (24.74, 30.19)"
"Parke County, Indiana","3.72 (3.01, 4.37)","24.88 (21.39, 29.41)","24.34 (22.03, 26.70)"
"Perry County, Indiana","3.19 (2.57, 3.79)","26.57 (22.76, 31.77)","29.17 (26.22, 32.10)"
"Pike County, Indiana","3.34 (2.67, 3.98)","24.07 (20.53, 28.85)","23.90 (21.38, 26.55)"
"Porter County, Indiana","4.17 (3.50, 4.78)","26.50 (23.98, 30.72)","24.15 (22.48, 25.90)"
"Posey County, Indiana","3.13 (2.58, 3.72)","22.78 (19.53, 26.89)","23.40 (21.14, 25.72)"
"Pulaski County, Indiana","4.45 (3.66, 5.22)","29.63 (25.25, 35.35)","26.61 (24.06, 29.02)"
"Putnam County, Indiana","4.13 (3.41, 4.84)","28.11 (24.41, 33.30)","24.48 (22.41, 26.70)"
"Randolph County, Indiana","4.11 (3.35, 4.83)","26.50 (22.86, 31.44)","25.01 (22.55, 27.31)"
"Ripley County, Indiana","3.61 (2.95, 4.19)","24.45 (21.34, 28.61)","26.55 (24.13, 28.92)"
"Rush County, Indiana","3.84 (3.14, 4.57)","26.00 (22.44, 31.10)","24.28 (21.92, 26.79)"
"Saint Joseph County, Indiana","4.52 (3.80, 5.10)","25.24 (22.93, 29.22)","22.36 (21.06, 23.80)"
"Scott County, Indiana","3.76 (3.02, 4.51)","30.10 (25.90, 35.87)","32.02 (28.88, 35.23)"
"Shelby County, Indiana","3.62 (3.00, 4.25)","24.90 (21.91, 29.12)","22.96 (20.97, 24.87)"
"Spencer County, Indiana","2.80 (2.27, 3.36)","22.96 (19.66, 26.84)","24.97 (22.36, 27.53)"
"Starke County, Indiana","4.65 (3.86, 5.44)","33.57 (28.81, 39.78)","28.53 (25.84, 31.34)"
"Steuben County, Indiana","4.45 (3.71, 5.24)","25.91 (22.65, 30.32)","23.91 (21.83, 26.11)"
"Sullivan County, Indiana","4.19 (3.47, 4.94)","31.11 (27.03, 36.72)","29.63 (27.00, 32.34)"
"Switzerland County, Indiana","3.45 (2.78, 4.13)","22.79 (19.12, 27.24)","29.38 (26.36, 32.67)"
"Tippecanoe County, Indiana","4.30 (3.57, 4.96)","25.43 (22.76, 29.80)","22.21 (20.72, 23.73)"
"Tipton County, Indiana","3.86 (3.19, 4.61)","24.20 (20.83, 28.89)","23.07 (20.79, 25.63)"
"Union County, Indiana","3.67 (2.92, 4.40)","26.16 (21.68, 31.85)","26.58 (23.41, 29.97)"
"Vanderburgh County, Indiana","4.14 (3.47, 4.74)","25.10 (22.66, 29.39)","24.30 (22.68, 25.91)"
"Vermillion County, Indiana","3.92 (3.29, 4.57)","27.69 (24.16, 33.15)","31.20 (28.37, 34.31)"
"Vigo County, Indiana","4.16 (3.47, 4.86)","29.79 (26.79, 34.82)","27.44 (25.60, 29.39)"
"Wabash County, Indiana","3.98 (3.32, 4.66)","25.06 (21.91, 29.27)","23.50 (21.49, 25.56)"
"Warren County, Indiana","3.79 (3.05, 4.51)","24.80 (20.66, 29.57)","24.67 (21.71, 27.47)"
"Warrick County, Indiana","3.13 (2.55, 3.66)","23.49 (20.60, 27.49)","22.17 (20.34, 24.09)"
"Washington County, Indiana","3.35 (2.79, 3.93)","25.19 (21.81, 30.21)","26.45 (23.98, 29.12)"
"Wayne County, Indiana","4.29 (3.58, 4.99)","27.84 (24.93, 32.62)","25.30 (23.48, 27.15)"
"Wells County, Indiana","3.74 (3.06, 4.42)","24.87 (21.72, 29.09)","22.11 (20.09, 24.26)"
"White County, Indiana","4.11 (3.41, 4.83)","25.46 (22.33, 30.29)","25.40 (22.96, 27.89)"
"Whitley County, Indiana","4.20 (3.45, 4.97)","25.85 (22.79, 30.41)","24.05 (21.70, 26.50)"
"Adair County, Iowa","4.57 (3.76, 5.40)","22.91 (19.37, 27.79)","25.31 (22.88, 28.12)"
"Adams County, Iowa","4.73 (3.79, 5.67)","24.46 (20.03, 29.77)","25.38 (22.23, 28.60)"
"Allamakee County, Iowa","3.77 (3.06, 4.45)","22.82 (19.50, 27.13)","22.60 (20.27, 24.85)"
"Appanoose County, Iowa","4.76 (3.89, 5.59)","23.15 (19.96, 27.63)","25.44 (23.27, 27.76)"
"Audubon County, Iowa","4.01 (3.26, 4.78)","20.02 (16.84, 24.03)","24.50 (21.68, 27.26)"
"Benton County, Iowa","4.08 (3.39, 4.71)","19.14 (16.68, 22.39)","21.75 (19.72, 23.76)"
"Black Hawk County, Iowa","4.17 (3.45, 4.74)","24.43 (21.96, 28.13)","21.81 (20.30, 23.23)"
"Boone County, Iowa","4.48 (3.74, 5.23)","22.92 (19.96, 27.09)","21.02 (19.22, 23.06)"
"Bremer County, Iowa","3.45 (2.84, 4.07)","21.34 (18.57, 24.87)","17.70 (16.15, 19.36)"
"Buchanan County, Iowa","4.30 (3.51, 4.98)","26.78 (23.43, 31.83)","26.12 (23.71, 28.48)"
"Buena Vista County, Iowa","4.68 (3.88, 5.47)","22.25 (19.17, 25.99)","25.34 (23.22, 27.65)"
"Butler County, Iowa","4.03 (3.30, 4.66)","25.93 (22.45, 30.55)","20.91 (19.01, 22.91)"
"Calhoun County, Iowa","4.49 (3.62, 5.30)","22.29 (19.01, 26.59)","24.55 (22.00, 27.31)"
"Carroll County, Iowa","4.64 (3.80, 5.40)","23.50 (20.25, 27.61)","27.19 (24.73, 29.67)"
"Cass County, Iowa","4.70 (3.88, 5.53)","24.89 (21.42, 29.58)","27.17 (24.68, 29.74)"
"Cedar County, Iowa","4.18 (3.46, 4.91)","21.88 (18.75, 25.71)","20.49 (18.46, 22.55)"
"Cerro Gordo County, Iowa","3.97 (3.34, 4.58)","22.27 (19.86, 26.07)","20.60 (18.94, 22.30)"
"Cherokee County, Iowa","4.28 (3.56, 5.04)","22.05 (19.07, 26.39)","22.10 (19.97, 24.35)"
"Chickasaw County, Iowa","3.55 (2.95, 4.16)","21.54 (18.28, 25.46)","21.63 (19.68, 23.77)"
"Clarke County, Iowa","5.27 (4.32, 6.22)","26.17 (22.49, 31.19)","26.69 (23.86, 29.54)"
"Clay County, Iowa","4.68 (3.82, 5.49)","24.64 (21.36, 29.24)","25.20 (22.97, 27.59)"
"Clayton County, Iowa","4.19 (3.42, 4.84)","23.86 (20.88, 27.91)","23.63 (21.57, 25.85)"
"Clinton County, Iowa","4.36 (3.67, 5.04)","26.33 (23.55, 30.51)","23.60 (22.00, 25.31)"
"Crawford County, Iowa","4.46 (3.65, 5.21)","20.78 (17.81, 24.68)","25.31 (23.08, 27.68)"
"Dallas County, Iowa","3.78 (3.13, 4.37)","20.74 (18.14, 24.53)","19.59 (18.06, 21.28)"
"Davis County, Iowa","4.21 (3.41, 5.04)","21.48 (17.99, 26.17)","24.52 (21.99, 27.25)"
"Decatur County, Iowa","5.63 (4.56, 6.65)","28.07 (23.80, 33.62)","29.32 (26.19, 32.51)"
"Delaware County, Iowa","4.03 (3.29, 4.77)","23.16 (19.85, 27.20)","24.81 (22.41, 27.25)"
"Des Moines County, Iowa","4.29 (3.52, 5.06)","23.22 (20.57, 27.31)","23.02 (21.24, 24.92)"
"Dickinson County, Iowa","4.42 (3.58, 5.22)","23.00 (19.75, 26.94)","21.55 (19.57, 23.72)"
"Dubuque County, Iowa","4.57 (3.79, 5.32)","22.61 (20.30, 26.60)","20.46 (18.99, 21.97)"
"Emmet County, Iowa","4.99 (4.03, 5.91)","27.37 (23.29, 32.39)","24.21 (21.73, 26.82)"
"Fayette County, Iowa","3.86 (3.19, 4.51)","23.35 (20.09, 27.76)","22.96 (20.94, 25.13)"
"Floyd County, Iowa","3.76 (3.08, 4.38)","22.35 (19.54, 26.42)","20.53 (18.74, 22.38)"
"Franklin County, Iowa","4.02 (3.28, 4.74)","22.93 (19.63, 27.30)","19.69 (17.76, 21.73)"
"Fremont County, Iowa","4.20 (3.45, 5.02)","22.04 (18.71, 26.29)","26.13 (23.32, 29.00)"
"Greene County, Iowa","4.25 (3.43, 5.09)","19.62 (16.82, 23.44)","24.79 (22.37, 27.17)"
"Grundy County, Iowa","3.88 (3.13, 4.64)","23.53 (20.06, 27.55)","21.01 (19.00, 23.28)"
"Guthrie County, Iowa","4.13 (3.39, 4.84)","20.37 (17.55, 23.75)","23.64 (21.47, 25.97)"
"Hamilton County, Iowa","4.09 (3.40, 4.81)","20.65 (17.79, 24.90)","20.20 (18.29, 22.28)"
"Hancock County, Iowa","3.68 (3.00, 4.31)","19.42 (16.70, 22.67)","20.26 (18.25, 22.36)"
"Hardin County, Iowa","4.65 (3.79, 5.44)","27.95 (24.30, 32.77)","22.88 (20.72, 24.89)"
"Harrison County, Iowa","4.11 (3.34, 4.86)","23.24 (20.20, 27.34)","29.20 (26.61, 32.01)"
"Henry County, Iowa","4.96 (4.05, 5.81)","24.66 (21.58, 28.91)","25.59 (23.27, 27.88)"
"Howard County, Iowa","4.02 (3.26, 4.77)","22.95 (19.55, 27.69)","23.61 (21.27, 26.12)"
"Humboldt County, Iowa","3.79 (3.06, 4.45)","19.94 (17.06, 23.78)","20.28 (18.25, 22.35)"
"Ida County, Iowa","4.77 (3.82, 5.65)","24.86 (21.00, 29.62)","24.11 (21.52, 26.64)"
"Iowa County, Iowa","4.29 (3.44, 5.08)","23.26 (20.16, 27.37)","22.78 (20.67, 25.10)"
"Jackson County, Iowa","4.08 (3.35, 4.85)","20.21 (17.62, 23.73)","24.93 (22.64, 27.37)"
"Jasper County, Iowa","4.50 (3.67, 5.24)","25.18 (22.04, 29.24)","23.76 (21.83, 25.74)"
"Jefferson County, Iowa","4.86 (3.89, 5.82)","25.15 (21.57, 29.42)","21.84 (19.84, 24.05)"
"Johnson County, Iowa","4.50 (3.72, 5.18)","20.98 (18.70, 24.12)","19.13 (17.62, 20.77)"
"Jones County, Iowa","4.09 (3.35, 4.85)","20.31 (17.40, 23.97)","21.26 (19.29, 23.40)"
"Keokuk County, Iowa","3.86 (3.08, 4.61)","20.91 (17.62, 24.89)","21.68 (19.58, 24.06)"
